2021-01-15 14:08:46,161 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0x9 zxid:0x147d txntype:-1 reqpath:n/a Error Path:/log_dir_event_notification Error:KeeperErrorCode = NodeExists for /log_dir_event_notification
2021-01-15 14:08:46,161 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0xa zxid:0x147e txntype:-1 reqpath:n/a Error Path:/config/topics Error:KeeperErrorCode = NodeExists for /config/topics
2021-01-15 14:08:46,162 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0xb zxid:0x147f txntype:-1 reqpath:n/a Error Path:/config/clients Error:KeeperErrorCode = NodeExists for /config/clients
2021-01-15 14:08:46,163 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0xc zxid:0x1480 txntype:-1 reqpath:n/a Error Path:/config/users Error:KeeperErrorCode = NodeExists for /config/users
2021-01-15 14:08:46,164 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:create cxid:0xd zxid:0x1481 txntype:-1 reqpath:n/a Error Path:/config/brokers Error:KeeperErrorCode = NodeExists for /config/brokers
2021-01-15 14:08:47,083 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:delete cxid:0xa2 zxid:0x1486 txntype:-1 reqpath:n/a Error Path:/admin/preferred_replica_election Error:KeeperErrorCode = NoNode for /admin/preferred_replica_election
2021-01-15 14:09:24,002 [myid:] - INFO  [SessionTracker:ZooKeeperServer@327] - Expiring session 0x176ebe8a0fc0050, timeout of 40000ms exceeded
2021-01-15 14:09:24,004 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x176ebe8a0fc0050
2021-01-15 14:09:25,994 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@645] - Got user-level KeeperException when processing sessionid:0x17704a908320001 type:setData cxid:0xec zxid:0x148a txntype:-1 reqpath:n/a Error Path:/config/topics/test.company_test Error:KeeperErrorCode = NoNode for /config/topics/test.company_test
2021-01-15 14:15:34,034 [myid:] - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@494] - Processed session termination for sessionid: 0x17704a908320001
2021-01-15 14:15:34,044 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1037] - Closed socket connection for client /0:0:0:0:0:0:0:1:52629 which had sessionid 0x17704a908320001
2021-01-15 14:16:15,415 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@197] - Accepted socket connection from /0:0:0:0:0:0:0:1:52961
2021-01-15 14:16:15,429 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@855] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:52961
